,additional_info,address,latitude,longitude,name,phone_number,type,url
3241,Yelp Rating: 3.5 Reviews: 3,6432 S California Ave,41.77625,-87.69365,My Limo Driver,17738635466,Transport,https://www.yelp.com/biz/my-limo-driver-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3242,Yelp Rating: 1.0 Reviews: 1,15 W 79th St,41.750485,-87.665285,CTA Redline - 79th,18889687282,Transport,https://www.yelp.com/biz/cta-redline-79th-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3243,Yelp Rating: 1.0 Reviews: 9,8321 S Ashland,41.7424725854585,-87.6627807319165,McDonald's,17737792888,Restaurants,https://www.yelp.com/biz/mcdonalds-chicago-77?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3244,Yelp Rating: 3.0 Reviews: 75,8131 S Ashland Ave,41.745779999999996,-87.66293,Morrison's Authentic Southern Cooking,17734877000,Restaurants,https://www.yelp.com/biz/morrisons-authentic-southern-cooking-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3245,Yelp Rating: 2.5 Reviews: 7,8316 S Ashland,41.742540000000005,-87.66360999999999,Harold's Chicken Shacks,17732980964,Restaurants,https://www.yelp.com/biz/harolds-chicken-shacks-chicago-9?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3246,Yelp Rating: 2.5 Reviews: 11,8300 S Ashland Ave,41.74295,-87.66362,Wendy's,17732335321,Restaurants,https://www.yelp.com/biz/wendys-chicago-16?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3247,Yelp Rating: 4.0 Reviews: 2,1400 W 79th St,41.750724792480504,-87.65890502929692,White Castle,17736511763,Restaurants,https://www.yelp.com/biz/white-castle-chicago-26?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3248,Yelp Rating: 3.0 Reviews: 12,1345 W 87th St,41.7354387009868,-87.6574407530556,Fresh Catch Fish & Seafood,17739416583,Restaurants,https://www.yelp.com/biz/fresh-catch-fish-and-seafood-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3249,Yelp Rating: 3.0 Reviews: 17,7832 S Ashland Ave,41.751090999999995,-87.663871,Fiesta Burger Heaven,17732506728,Restaurants,https://www.yelp.com/biz/fiesta-burger-heaven-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3250,Yelp Rating: 3.0 Reviews: 2,1058 W 87th St,41.736270000000005,-87.6507,Maxwell Express,17739620810,Restaurants,https://www.yelp.com/biz/maxwell-express-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3251,Yelp Rating: 2.0 Reviews: 34,8058 S Halsted St,41.74729,-87.64431,Italian Fiesta Pizzeria,17736842222,Restaurants,https://www.yelp.com/biz/italian-fiesta-pizzeria-chicago-7?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3252,Yelp Rating: 3.5 Reviews: 10,8147 S Halsted St,41.745621929223205,-87.6436897739768,The Hoagie Place,17739947714,Restaurants,https://www.yelp.com/biz/the-hoagie-place-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3253,Yelp Rating: 3.5 Reviews: 2,8022 S Halsted St,41.7481804,-87.64414980000001,Billy's Prime Fish & Hoagie,17739940900,Restaurants,https://www.yelp.com/biz/billys-prime-fish-and-hoagie-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3254,Yelp Rating: 4.5 Reviews: 3,8711 S Ashland Ave,41.7354776,-87.66291509999999,Subway,17732989931,Restaurants,https://www.yelp.com/biz/subway-chicago-29?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3255,Yelp Rating: 5.0 Reviews: 5,8238 South Racine,41.7435483017541,-87.6541944521002,B&B Ice Cream & Candy,17733224060,Food,https://www.yelp.com/biz/b-and-b-ice-cream-and-candy-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3256,Yelp Rating: 3.0 Reviews: 4,1213 W 79Th St,41.7503357,-87.6544266,Walgreens,17736512118,Food,https://www.yelp.com/biz/walgreens-chicago-165?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3257,Yelp Rating: 5.0 Reviews: 1,7855 S Loomis Blvd,41.7507820576429,-87.65852205455299,Goody Bag Candy & Party Store,17738740220,Food,https://www.yelp.com/biz/goody-bag-candy-and-party-store-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3258,Yelp Rating: 2.5 Reviews: 3,1411 W 87th St,41.73552,-87.6589,Pete's Produce Loomis,17734450990,Food,https://www.yelp.com/biz/petes-produce-loomis-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3259,Yelp Rating: 1.0 Reviews: 1,1713 W 79th St,41.750165100000004,-87.666473,Four Brothers Food & Liquors,17737837003,Food,https://www.yelp.com/biz/four-brothers-food-and-liquors-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3260,Yelp Rating: 3.5 Reviews: 3,7904 S Halsted Ave,41.74994,-87.644384,Save A Lot,17739624504,Food,https://www.yelp.com/biz/save-a-lot-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3261,Yelp Rating: 4.0 Reviews: 3,7627 South Ashland Ave,41.7547708472762,-87.66306839883329,Aldi,18003257894,Food,https://www.yelp.com/biz/aldi-chicago-32?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3262,Yelp Rating: 2.0 Reviews: 4,1753 W 87th St,41.7355937,-87.667485,Dunkin Donuts,17732338887,Food,https://www.yelp.com/biz/dunkin-donuts-chicago-287?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3263,Yelp Rating: 5.0 Reviews: 1,7555 S Racine Ave,41.75618,-87.65353,Colony Food & Liquor,17738748066,Food,https://www.yelp.com/biz/colony-food-and-liquor-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3264,Yelp Rating: 4.0 Reviews: 18,700 W 79th St,41.75088,-87.64194,Salaam Restaurant and Bakery,17733246005,Food,https://www.yelp.com/biz/salaam-restaurant-and-bakery-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3265,Yelp Rating: 3.0 Reviews: 2,8244 South Ashland Ave,41.74349,-87.66364,"Banks Dental Group - Christopher Banks, DMD",17733582986,Health,https://www.yelp.com/biz/banks-dental-group-christopher-banks-dmd-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3266,Yelp Rating: 1.0 Reviews: 9,8244 S Ashland Ave,41.74349,-87.66364,"James L Orrington, DMD",17736518700,Health,https://www.yelp.com/biz/james-l-orrington-dmd-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3267,Yelp Rating: 5.0 Reviews: 3,8328 S Ashland Ave,41.74219,-87.6636,"Alicia D Franklin, DDS, FAGD",17734453405,Health,https://www.yelp.com/biz/alicia-d-franklin-dds-fagd-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3268,Yelp Rating: 3.5 Reviews: 2,8340 S Ashland Ave,41.74185,-87.66359,Modern Age Dental,17732334330,Health,https://www.yelp.com/biz/modern-age-dental-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3269,Yelp Rating: 5.0 Reviews: 1,1243 W 79th St,41.75025,-87.65539,Universal Healthclinics,17734880844,Health,https://www.yelp.com/biz/universal-healthclinics-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3270,Yelp Rating: 2.5 Reviews: 2,1621 W 87th St,41.7356504,-87.6639137,Divine Healing Herbs,17732334372,Health,https://www.yelp.com/biz/divine-healing-herbs-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3271,Yelp Rating: 4.5 Reviews: 10,9046 S Ashland Ave,41.7289727,-87.66304840000001,Inkhart Tattoos & Body Piercing,17732539443,Health,https://www.yelp.com/biz/inkhart-tattoos-and-body-piercing-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3272,Yelp Rating: 2.0 Reviews: 2,8331 S Stewart Ave,41.74185,-87.63309,Walmart Pharmacy,17737830859,Health,https://www.yelp.com/biz/walmart-pharmacy-chicago-9?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3273,Yelp Rating: 2.0 Reviews: 5,8301 South Holland Rd,41.743139899999996,-87.63148000000001,Dental Dreams,17734882444,Health,https://www.yelp.com/biz/dental-dreams-chicago-5?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3274,Yelp Rating: 5.0 Reviews: 1,8301 S Holland Rd,41.743289000000004,-87.631619,Athletico Physical Therapy - Chatham West,17738746650,Health,https://www.yelp.com/biz/athletico-physical-therapy-chatham-west-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3275,Yelp Rating: 1.0 Reviews: 2,327 W 76th St,41.756011962890604,-87.63304901123051,Anthony Jerome MD,17732246837,Health,https://www.yelp.com/biz/anthony-jerome-md-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3276,Yelp Rating: 1.0 Reviews: 1,2441 W 79th St,41.7498751,-87.68454659999999,Sawlani Narain MD,17737768900,Health,https://www.yelp.com/biz/sawlani-narain-md-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3277,Yelp Rating: 1.0 Reviews: 1,7847 S Loomis Blvd,41.7508175969124,-87.6585233956575,Jim's Livery Service,17736516900,Transport,https://www.yelp.com/biz/jims-livery-service-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3278,Yelp Rating: 5.0 Reviews: 1,1515 W 74th St,41.758796691894496,-87.6625442504883,Walls' Bus Transportation,17736511369,Transport,https://www.yelp.com/biz/walls-bus-transportation-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3279,Yelp Rating: 1.0 Reviews: 1,225 W 89th St,41.731895446777294,-87.629638671875,Dunbar Transportation,17737235760,Transport,https://www.yelp.com/biz/dunbar-transportation-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3280,Yelp Rating: 1.0 Reviews: 3,8725 S State St,41.735631299999994,-87.623958,The Pipeline People Mover,17739622400,Transport,https://www.yelp.com/biz/the-pipeline-people-mover-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3281,Yelp Rating: 2.0 Reviews: 10,100 W 91st St,41.72943,-87.62948,Am Bus,17733965556,Transport,https://www.yelp.com/biz/am-bus-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3282,Yelp Rating: 1.5 Reviews: 7,8000 S King Dr,41.7490499,-87.61541,King Drive Cab Addiliation,17734879000,Transport,https://www.yelp.com/biz/king-drive-cab-addiliation-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3283,Yelp Rating: 1.0 Reviews: 1,5215 W Chicago Ave,41.89475,-87.75644,Subway,17732616100,Restaurants,https://www.yelp.com/biz/subway-chicago-371?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3284,Yelp Rating: 1.5 Reviews: 13,5153 W Chicago Ave,41.894633715718896,-87.7553954013501,McDonald's,17732874687,Restaurants,https://www.yelp.com/biz/mcdonalds-chicago-132?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3285,Yelp Rating: 1.0 Reviews: 1,5254 W Chicago Ave,41.895191192627,-87.7577743530273,Mr Philly & More,17733791689,Restaurants,https://www.yelp.com/biz/mr-philly-and-more-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3286,Yelp Rating: 3.0 Reviews: 20,5614 W Chicago Ave,41.895069899999996,-87.76622990000001,The Jerk Shop,13128241366,Restaurants,https://www.yelp.com/biz/the-jerk-shop-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3287,Yelp Rating: 2.0 Reviews: 37,5648 W Chicago Ave,41.895019500000004,-87.7674713,Barney's Pizza,17732879100,Restaurants,https://www.yelp.com/biz/barneys-pizza-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3288,Yelp Rating: 3.5 Reviews: 35,5754 W Chicago Ave,41.894871,-87.769992,Coleman's Bar-B-Que No 2,17732870363,Restaurants,https://www.yelp.com/biz/colemans-bar-b-que-no-2-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3289,Yelp Rating: 1.5 Reviews: 3,5230 W. Madison Street,41.8806,-87.7561,KFC,17736266680,Restaurants,https://www.yelp.com/biz/kfc-chicago-54?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3290,Yelp Rating: 2.5 Reviews: 3,4800 W Fulton,41.8860236156809,-87.74569552391769,Golden Hook Fish & Chicken,17732616555,Restaurants,https://www.yelp.com/biz/golden-hook-fish-and-chicken-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3291,Yelp Rating: 3.5 Reviews: 187,5412 W Madison St,41.8804649,-87.7607899,Macarthur's Restaurant,17732612316,Restaurants,https://www.yelp.com/biz/macarthurs-restaurant-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3292,Yelp Rating: 3.5 Reviews: 3,5249 W Madison St,41.8802251,-87.7571486,See Thru Chinese Kitchen,17732877298,Restaurants,https://www.yelp.com/biz/see-thru-chinese-kitchen-chicago-16?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3293,Yelp Rating: 4.0 Reviews: 10,5353 W Madison St,41.8801773,-87.7596763,Chop Suey Kitchen,17733790311,Restaurants,https://www.yelp.com/biz/chop-suey-kitchen-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3294,Yelp Rating: 3.5 Reviews: 11,5431 W Madison St,41.8799476623535,-87.7614059448242,Super Chi Chi,17733790970,Restaurants,https://www.yelp.com/biz/super-chi-chi-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3295,Yelp Rating: 1.5 Reviews: 2,782 N Laramie Ave,41.894601,-87.755902,Dunkin' Donuts,17736260933,Food,https://www.yelp.com/biz/dunkin-donuts-chicago-166?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3296,Yelp Rating: 1.0 Reviews: 1,5336 W Chicago Ave,41.89513,-87.75971,Belmonte Liquors,17733794334,Food,https://www.yelp.com/biz/belmonte-liquors-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3297,Yelp Rating: 5.0 Reviews: 1,5051 W. Chicago Avenue,41.8948151,-87.75272559999999,Schweet Cheesecake,13126209469,Food,https://www.yelp.com/biz/schweet-cheesecake-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3298,Yelp Rating: 5.0 Reviews: 6,5749 W Midway Park,41.88868,-87.76965,GlennArt Farm,18472269510,Food,https://www.yelp.com/biz/glennart-farm-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3299,Yelp Rating: 5.0 Reviews: 2,356 N Cicero Ave,41.887002700000004,-87.7456863,The Ice House,17733783550,Food,https://www.yelp.com/biz/the-ice-house-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3300,Yelp Rating: 1.0 Reviews: 3,5467 W Madison St,41.879939,-87.762819,Leamington Foods,17732613055,Food,https://www.yelp.com/biz/leamington-foods-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3301,Yelp Rating: 1.0 Reviews: 9,5015 W Madison,41.880179191747395,-87.7507109194994,McDonald's,17733781470,Food,https://www.yelp.com/biz/mcdonalds-chicago-75?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3302,Yelp Rating: 3.0 Reviews: 1,5418 W Division St,41.9024429321289,-87.7617874145508,Southshore Bakery,17732872886,Food,https://www.yelp.com/biz/southshore-bakery-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3303,Yelp Rating: 4.0 Reviews: 1,5425 W Lake St,41.88697,-87.76137,PCC Austin Family Health Center,17733783347,Health,https://www.yelp.com/biz/pcc-austin-family-health-center-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3304,Yelp Rating: 1.5 Reviews: 4,5137 W Chicago Ave,41.8947,-87.75467990000001,Gentle Dental Care PC,17733784694,Health,https://www.yelp.com/biz/gentle-dental-care-pc-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3305,Yelp Rating: 1.0 Reviews: 2,115 N Parkside Ave,41.8827972412109,-87.76611328125,Circle Family Healthcare Network,18475124958,Health,https://www.yelp.com/biz/circle-family-healthcare-network-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3306,Yelp Rating: 1.0 Reviews: 4,5470 W Madison St,41.8805695,-87.7628632,Madison Pine Dental Clinic,17732872277,Health,https://www.yelp.com/biz/madison-pine-dental-clinic-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3307,Yelp Rating: 3.0 Reviews: 15,5937 W Chicago Ave,41.8944893,-87.77377320000001,Planned Parenthood - Austin Health Center,18772007745,Health,https://www.yelp.com/biz/planned-parenthood-austin-health-center-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3308,Yelp Rating: 3.0 Reviews: 1,1140 N Lamon Ave,41.900867,-87.7483953,New Beginnings Transitional Housing,17734174219,Health,https://www.yelp.com/biz/new-beginnings-transitional-housing-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3309,Yelp Rating: 1.0 Reviews: 1,424 N Austin Blvd,41.8882023543119,-87.7749513834715,Lakhani A MD,17088489000,Health,https://www.yelp.com/biz/lakhani-a-md-oak-park?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3310,Yelp Rating: 4.5 Reviews: 18,418 N Austin Blvd,41.8881028,-87.7750532,Unilab,17088481556,Health,https://www.yelp.com/biz/unilab-oak-park-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3311,Yelp Rating: 5.0 Reviews: 1,4909 W Division St,41.902,-87.74918000000001,Circle Family Care Community Health Center,17739218100,Health,https://www.yelp.com/biz/circle-family-care-community-health-center-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3312,Yelp Rating: 3.5 Reviews: 9,1 Erie Ct,41.8916751,-87.7755241,Romano Orthopaedic Center,17088484662,Health,https://www.yelp.com/biz/romano-orthopaedic-center-oak-park?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3313,Yelp Rating: 3.0 Reviews: 1,1 Erie Ct,41.8916751,-87.7755241,"Springer David, MD",17088482400,Health,https://www.yelp.com/biz/springer-david-md-oak-park?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3314,Yelp Rating: 2.0 Reviews: 6,5807 W Division St,41.90183639526371,-87.7708511352539,Sure-Way Livery,17732872700,Transport,https://www.yelp.com/biz/sure-way-livery-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3315,Yelp Rating: 1.0 Reviews: 4,4540 W Madison St,41.8809661865234,-87.73980712890621,Sunrise Transportation,17733781800,Transport,https://www.yelp.com/biz/sunrise-transportation-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3316,Yelp Rating: 4.5 Reviews: 71,1900 N Austin Ave,41.9144783,-87.7758408,Premier Trolley and Limo,13129983300,Transport,https://www.yelp.com/biz/premier-trolley-and-limo-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3317,Yelp Rating: 5.0 Reviews: 15,1130 S Oak Park Ave,41.867637634277294,-87.7934799194336,Olde World Limousine Service,17083833083,Transport,https://www.yelp.com/biz/olde-world-limousine-service-oak-park?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
